p.adj,p.val,log2FC,significant,Protein Ids,Majority Protein Ids,gene names,Peptides
1,0.892925254,-0.015399934,n.s.,Q0VC88;F1N085,Q0VC88;F1N085,PAPSS2,41
1,1,0.187081284,n.s.,Q0VCF9,Q0VCF9,LSM12,3
1,0.613228504,-0.358519155,n.s.,Q0VCK0;A0A3Q1LXU9,Q0VCK0;A0A3Q1LXU9,ATIC,16
0.525525679,0.061887862,0.126249116,n.s.,Q0VCX2;Q6KDN8,Q0VCX2,HSPA5,82
1,0.872151278,0.182011783,n.s.,Q0VD16;Q17QH2;A0A3S5ZPX3,Q0VD16;Q17QH2;A0A3S5ZPX3,MAP2K1,7
0.965517001,0.393164592,-0.265782022,n.s.,Q0Z7W6;A0A3Q1M2J9,Q0Z7W6;A0A3Q1M2J9,TMX1,10
1,0.962465803,0.188701543,n.s.,Q148C9;A0A3Q1MAC3;G5E6G2,Q148C9;A0A3Q1MAC3;G5E6G2,HEBP1,12
0.332104781,0.014131668,0.323477374,n.s.,Q148D3;A0A3Q1MSL5;A0A3Q1LY08,Q148D3;A0A3Q1MSL5;A0A3Q1LY08,FH,25
1,0.931243697,-0.057668257,n.s.,Q148F1,Q148F1,CFL2,13
1,0.961230388,-0.311680916,n.s.,Q148J6;A0A452DIB6,Q148J6;A0A452DIB6,ARPC4,4
1,0.99787527,0.010911134,n.s.,Q148K7;A0A3Q1MD85,Q148K7;A0A3Q1MD85,LRPAP1,17
0.855076182,0.259297057,-0.341034079,n.s.,Q148N0;A0A3Q1MVL5;A0A3Q1NKS6;A8KC82,Q148N0;A0A3Q1MVL5;A0A3Q1NKS6;A8KC82,OGDH,20
1,1,-0.105122924,n.s.,Q17Q89,Q17Q89,PFDN6,7
1,0.507716873,-0.34573107,n.s.,Q17QC0;A0A3Q1NIK5;G5E5M5;A0A7T0BQ94,Q17QC0;A0A3Q1NIK5;G5E5M5,PGRMC1,12
1,0.676693233,-0.19042231,n.s.,Q17QG2,Q17QG2,NUDC,6
1,1,-0.352998934,n.s.,Q17QG8,Q17QG8,H2AFX,13
0.260449896,0.00699993,2.254704457,n.s.,Q17QH0;P55943;P55942;Q2NKV6;F6PXS5;A0A3Q1M9T6;A0A3Q1M6T1,Q17QH0;P55943;P55942;Q2NKV6;F6PXS5;A0A3Q1M9T6,MT1E,5
1,0.609933777,0.224596531,n.s.,Q17QI3;A0A3Q1MUM9;Q1JPB6,Q17QI3;A0A3Q1MUM9;Q1JPB6,ACAT2,15
0.61219957,0.100758992,0.853818623,n.s.,Q1JP95;Q3SZ81;F1MWE0,Q1JP95;Q3SZ81;F1MWE0,PSMC3,11
1,0.494104999,-0.186148093,n.s.,Q1JPA2;Q3SZV3;F1MG05;Q862P6;Q862P4;Q862B9;Q862H1,Q1JPA2;Q3SZV3;F1MG05,EEF1G,25
0.622993424,0.104194022,-0.355283479,n.s.,Q1JQD0;Q9N0M1;Q8WN15,Q1JQD0;Q9N0M1,HSD17B1,26
1,0.48769378,-0.318474424,n.s.,Q1LZA3;A1L588,Q1LZA3;A1L588,ASNS,8
0.993498979,0.441146609,0.233993407,n.s.,Q1LZH9;F1MXZ0,Q1LZH9;F1MXZ0,GNS,8
1,1,-0.153225744,n.s.,Q1RMR3;A0A3Q1MR68;A0A3Q1LU90,Q1RMR3;A0A3Q1MR68;A0A3Q1LU90,CTTN,23
0.905406582,0.292338014,0.297013301,n.s.,Q1RMU4;F1MU96;A5D9F3;A0A3Q1MLM7,Q1RMU4,ERLIN2,17
0.996624643,0.455605097,-0.534036129,n.s.,Q24JY6;A0A3Q1MGM1,Q24JY6;A0A3Q1MGM1,TMEM160,6
1,0.553635397,0.025788777,n.s.,Q27975;Q27965;A0A5A4UBP5;A0A5A4U8C3;A0A5A4U7U6;A0A5A4UAK7;A7LN90,Q27975;Q27965;A0A5A4UBP5;A0A5A4U8C3;A0A5A4U7U6;A0A5A4UAK7,HSPA1A,46
1,0.638186345,-0.323171593,n.s.,Q28141,Q28141,DHX9,33
1,0.899971,0.1799898,n.s.,Q28194,Q28194,-,11
1,0.891711083,0.152757484,n.s.,Q28851;A0A3Q1ML66;A0A3Q1N4G2,Q28851;A0A3Q1ML66,ATP5MF,3
0.966933876,0.405415946,-0.570474918,n.s.,Q29460,Q29460,PAFAH1B3,4
0.691349759,0.13248863,0.985512375,n.s.,Q29RK2;A0A3Q1MIX4;A0A3Q1MIC2;Q861T5;Q861T0,Q29RK2;A0A3Q1MIX4;A0A3Q1MIC2,PC,25
1,0.779972993,-0.034548783,n.s.,Q29RQ2;A0A3Q1NM39;A0A3Q1MK54;A0A3Q1MI44;A0A3Q1MA34;E1BP48,Q29RQ2,KHDRBS1,11
0.535657104,0.072900902,0.248128393,n.s.,Q29RZ0,Q29RZ0,ACAT1,26
1,0.743439141,0.162841447,n.s.,Q29S11;A0A3Q1LNZ3,Q29S11;A0A3Q1LNZ3,NUCKS1,4
1,0.472155278,-0.363238149,n.s.,Q2HJ33;Q0V8F2;A0A3Q1LZU5,Q2HJ33,OLA1,3
0.732526433,0.160105306,-0.466053329,n.s.,Q2HJ49,Q2HJ49,MSN,25
0.702046575,0.142698573,-0.847887117,n.s.,Q2HJ58;F1MBV2;G3MY14;A6QQ58,Q2HJ58;F1MBV2,PRPS1,3
0.810930055,0.210489471,-0.417635959,n.s.,Q2HJ97;A0A3Q1LRZ4;A0A3Q1MKK4,Q2HJ97;A0A3Q1LRZ4;A0A3Q1MKK4,PHB2,16
0.994314212,0.444612046,-0.168541887,n.s.,Q2HJD7;A0A3Q1N443,Q2HJD7;A0A3Q1N443,HIBADH,10
0.455454771,0.046684566,0.939523046,n.s.,Q2HJH4;F1N2T0;A4IF81;A0A3Q1NLI5,Q2HJH4;F1N2T0;A4IF81;A0A3Q1NLI5,HNRPDL,13
1,0.845861656,-0.024242778,n.s.,Q2HJH9,Q2HJH9,PDCD5,9
0.766616703,0.183418166,0.536446899,n.s.,Q2HJI9;A0A3Q1LNF8;A0A3Q1MWJ8;F6QPP1,Q2HJI9;A0A3Q1LNF8;A0A3Q1MWJ8;F6QPP1,RBX1,3
1,0.578982355,0.134986555,n.s.,Q2KHT7;A0A3Q1MP79;A0A452DJI3;E1B7A8;A0A3Q1LX62;A0A3Q1LS99;A0A3Q1N4Y1,Q2KHT7;A0A3Q1MP79;A0A452DJI3,RPS27,8
1,0.58409402,0.106129673,n.s.,Q2KHU0,Q2KHU0,PSPH,6
1,0.57822758,-0.17567384,n.s.,Q2KII9,Q2KII9,DYNC1LI1,12
0.689114974,0.130052875,-0.264275952,n.s.,Q2KIK0;A0A452DHZ1;A0A3Q1LWL8,Q2KIK0;A0A452DHZ1;A0A3Q1LWL8,SUGT1,33
0.876081458,0.276764409,-0.459877381,n.s.,Q2KIQ1;F1MS56;A0A3Q1LP83,Q2KIQ1;F1MS56;A0A3Q1LP83,PGM3,5
1,1,-0.105516237,n.s.,Q2KIV2;A0A3Q1LY17,Q2KIV2;A0A3Q1LY17,TIMM9,5
0.535657104,0.066912954,-0.353729476,n.s.,Q2KIV8;A0A3Q1LSN6;F1MUX5;A0A3Q1NG91;Q9N0V4;F6Q751;E1BH17;A4IFG0;A0A3Q1MQV0;A0A3Q1LFR2;A5PKM0;A0A4Y5RYA9;A1A4L7;A0A3Q1MJD4;A0A3Q1LY34,Q2KIV8;A0A3Q1LSN6,GSTM3,40
1,1,-0.087064841,n.s.,Q2KJ41;A0A3Q1LGC6;F6R3W5;A0A3Q1MTK7;A0A3Q1MFT3;A0A3Q1MHM8,Q2KJ41;A0A3Q1LGC6;F6R3W5;A0A3Q1MTK7;A0A3Q1MFT3;A0A3Q1MHM8,TSPAN14,2
1,0.685681119,-0.231394798,n.s.,Q2KJ42;G3N361;A0A3Q1MRN8;A0A3Q1LXP0,Q2KJ42;G3N361,NONO,27
0.965517001,0.395551378,0.547138517,n.s.,Q2KJA1,Q2KJA1,SH3GL1,5
0.929920964,0.323166926,-0.279645471,n.s.,Q2KJD0;A0A3Q1LNI7,Q2KJD0,TUBB5,33
0.855076182,0.255423578,0.204974533,n.s.,Q2KJD2;P63026;Q0V7N0;A0A3Q1LYV3,Q2KJD2,VAMP3,5
1,0.645672592,0.39025461,n.s.,Q2KJH4;F1MTP5,Q2KJH4;F1MTP5,WDR1,17
0.909629851,0.300628254,0.27511321,n.s.,Q2KJH6,Q2KJH6,SERPINH1,33
1,0.575018931,-0.296934939,n.s.,Q2KJH7,Q2KJH7,ALDH18A1,18
1,1,-0.140954939,n.s.,Q2KJH9;F1N2L9,Q2KJH9;F1N2L9,ALDH9A1,5
0.668754051,0.122721417,0.409128097,n.s.,Q2NKT5;A0A3Q1N8S2,Q2NKT5;A0A3Q1N8S2,SEC61B,6
0.790597372,0.198338017,0.818339363,n.s.,Q2NKY7,Q2NKY7,SEPTIN2,7
1,1,-2.51E-04,n.s.,Q2NKZ1;A0A3Q1MUU9,Q2NKZ1;A0A3Q1MUU9,CCT7,20
1,0.618053819,0.439652261,n.s.,Q2NL04,Q2NL04,TAPBP,2
0.561445397,0.080206485,0.590659574,n.s.,Q2NL22;Q9XT93;A0A3Q1M8I1,Q2NL22,EIF4A3,8
1,0.703332967,-0.361099946,n.s.,Q2NL26,Q2NL26,TKTL1,5
1,0.868477761,-0.066048854,n.s.,Q2NL38;F1MTT7,Q2NL38;F1MTT7,DCI,6
0.867573976,0.269848743,-0.338239471,n.s.,Q2T9P4;A0A3Q1M5Q7;A0A3Q1M1D3;A5D969;F6QS28,Q2T9P4;A0A3Q1M5Q7;A0A3Q1M1D3;A5D969;F6QS28,NASP,23
0.936288028,0.342515063,-0.272459617,n.s.,Q2TA06,Q2TA06,AURKA,14
1,0.633586882,0.0639255,n.s.,Q2TA29;F2Z4D5;Q3MHP2;A0A452DHW3;A0A3Q1LV61;A0A3Q1M2F8;A0A3Q1M374;A0A3Q1M6P5,Q2TA29;F2Z4D5;Q3MHP2;A0A452DHW3,RAB11A,9
1,0.966447072,0.018833548,n.s.,Q2TBG8;A0A452DK30;A0A3Q1N522,Q2TBG8;A0A452DK30;A0A3Q1N522,UCHL3,10
0.440070354,0.029859701,-1.799868896,n.s.,Q2TBP7;A0A452DJ80,Q2TBP7;A0A452DJ80,MYCBP,4
1,0.678338005,0.171301305,n.s.,Q2TBQ5,Q2TBQ5,RPL7A,17
1,0.785232148,0.460192393,n.s.,Q2TBR3;A0A3Q1MQB1;F1N7I0,Q2TBR3;A0A3Q1MQB1,SET,5
0.965517001,0.374432989,0.539777101,n.s.,Q2TBR4;Q5EA46;F1N3P8,Q2TBR4;Q5EA46;F1N3P8,CRELD1,10
1,0.890291097,0.223453578,n.s.,Q2TBU9;A0A3Q1M1D5;F1MSD2;A0A3Q1LTA0,Q2TBU9;A0A3Q1M1D5;F1MSD2,RUVBL2,14
0.715763825,0.150468353,0.440337658,n.s.,Q2TBV3;A0A452DIY9;A0A3Q1LKJ8,Q2TBV3;A0A452DIY9;A0A3Q1LKJ8,ETFB,15
0.936288028,0.349216963,0.248795835,n.s.,Q2TBX1;E1BEF1,Q2TBX1;E1BEF1,CIP29,18
1,1,0.006124805,n.s.,Q2TBX5;A0A3Q1LSB2,Q2TBX5;A0A3Q1LSB2,SSR4,5
0.993498979,0.422344662,-0.352381613,n.s.,Q2YDE4,Q2YDE4,PSMA6,13
1,0.48803512,-0.53345939,n.s.,Q2YDJ9;F1N7H5,Q2YDJ9;F1N7H5,GMPPB,2
1,0.678865251,0.047236954,n.s.,Q32KP9,Q32KP9,NUTF2,5
0.702046575,0.145138549,-1.099564097,n.s.,Q32KX0;F1N6A0;A0A3Q1M2I1,Q32KX0;F1N6A0;A0A3Q1M2I1,ISOC2,2
1,0.792732073,0.532518183,n.s.,Q32KX8;M5FHQ6,Q32KX8;M5FHQ6,METTL26,3
0.934966009,0.335489471,-0.23292773,n.s.,Q32L92;A0A3Q1LNX9,Q32L92;A0A3Q1LNX9,CNN3,19
1,0.495861668,-0.522147548,n.s.,Q32LC3;Q56JW9;O62741;C0KTL1;B7TCI0,Q32LC3;Q56JW9,EIF1AX,8
1,0.674227278,-0.193919435,n.s.,Q32LE5,Q32LE5,ASRGL1,17
1,0.70797292,-0.430531125,n.s.,Q32LF7;F6RH18,Q32LF7;F6RH18,B4GALT4,7
1,0.519921229,-0.301580024,n.s.,Q32LG7;A7LCW9;M5FHM4;E1B7G3,Q32LG7;A7LCW9;M5FHM4;E1B7G3,LOC504565,19
1,1,0.134888298,n.s.,Q32LM2;A0A3Q1MB35,Q32LM2;A0A3Q1MB35,SGTA,11
0.831502161,0.230937691,0.707883086,n.s.,Q32PA9;G1K1P8;A0A3Q1M300;A0A3Q1MK58,Q32PA9;G1K1P8;A0A3Q1M300,FKBP2,4
0.83470041,0.238189456,0.376642374,n.s.,Q32PB8;F1MUM6,Q32PB8,RPS21,15
1,1,-0.079370773,n.s.,Q32PB9,Q32PB9,RPL38,2
0.965517001,0.403504103,0.296276372,n.s.,Q32PD5;A0A3Q1M6V0;E1BHA5;A0A3Q1MEE4,Q32PD5;A0A3Q1M6V0;E1BHA5,RPS19,13
1,1,0.132811732,n.s.,Q32PF3;A0A452DIL1,Q32PF3;A0A452DIL1,PCNP,7
1,0.598334017,-0.276669191,n.s.,Q3B7M2;M5FMT6;A0A3Q1ND53,Q3B7M2;M5FMT6;A0A3Q1ND53,HAGH,4
0.387071781,0.020679793,1.276514122,n.s.,Q3B8S0,Q3B8S0,SNU13,7
1,0.666813332,0.248739543,n.s.,Q3MHJ8;A0A3Q1MNK3,Q3MHJ8;A0A3Q1MNK3,STMN2,5
1,0.516520961,-0.24398999,n.s.,Q3MHL4;A0A3Q1LW27;A0A3Q1M2N8,Q3MHL4;A0A3Q1LW27,AHCY,26
0.998836327,0.462875371,0.479986729,n.s.,Q3MHL6,Q3MHL6,TSC22D1,3
1,0.485894611,0.101138667,n.s.,Q3MHL7;F1MGX0;Q3T084;F1MP48;Q17QX5;F1MQ35,Q3MHL7;F1MGX0,CCT6A,20
0.929920964,0.320534816,-0.162157119,n.s.,Q3MHM5;Q3ZBU7,Q3MHM5;Q3ZBU7,TUBB4B,35
1,1,-0.188925508,n.s.,Q3MHR7,Q3MHR7,ARPC2,5
0.868979446,0.273137269,0.660649074,n.s.,Q3MHX5;A5D9G3,Q3MHX5;A5D9G3,SUCLG2,11
1,0.481755182,0.58520366,n.s.,Q3MHY1,Q3MHY1,CSRP1,3
0.810584126,0.206931754,0.385552922,n.s.,Q3MI02;P31800;G1K1X0,Q3MI02;P31800;G1K1X0,UQCRC1,18
1,0.792286477,-0.100486774,n.s.,Q3SWX4;A0A3Q1MMZ5,Q3SWX4,NIPSNAP2,9
1,0.78395216,0.176736922,n.s.,Q3SX36;A0A3Q1LS09;G3N0F2,Q3SX36;A0A3Q1LS09,TFG,3
0.449901431,0.038456794,0.639864075,n.s.,Q3SX47;A0A3Q1M2E6,Q3SX47,HNRPC,13
1,1,-0.130165476,n.s.,Q3SYS6;A0A3Q1LSU5,Q3SYS6;A0A3Q1LSU5,CHP1,2
1,1,0.004345308,n.s.,Q3SYT8;A5D9D3;A0A3S5ZP34;A0A3Q1M7U0;A0A3Q1MQF2;A0A3Q1MEI8,Q3SYT8;A5D9D3;A0A3S5ZP34;A0A3Q1M7U0;A0A3Q1MQF2;A0A3Q1MEI8,POR,17
1,0.835044328,-0.001602139,n.s.,Q3SYU2;A0A3Q1MM86,Q3SYU2,EEF2,53
1,0.987326087,0.00975832,n.s.,Q3SYV4;A6QLB7;A0A3Q1LJQ7,Q3SYV4;A6QLB7;A0A3Q1LJQ7,CAP1,15
1,0.919450805,0.089477809,n.s.,Q3SYW9;A0A452DJ60;A0A3Q1MEN6,Q3SYW9;A0A452DJ60;A0A3Q1MEN6,CHTOP,4
1,0.521614506,-0.722736401,n.s.,Q3SYX9;G3MXC8,Q3SYX9;G3MXC8,ARPC5,3
1,0.940164389,0.003791325,n.s.,Q3SZ00;A0A3Q1NDR1;O62831;O62828,Q3SZ00;A0A3Q1NDR1;O62831;O62828,HADHA,29
1,0.705450554,0.175545552,n.s.,Q3SZ20;Q5E9P9;A0A140T896,Q3SZ20,SHMT2,26
0.535657104,0.073099269,1.060456948,n.s.,Q3SZ32;E1BJ20;A0A3Q1MNT3;E1BF97,Q3SZ32;E1BJ20,TCEB2,6
1,0.797732023,0.243667124,n.s.,Q3SZ37;F1MZV2,Q3SZ37;F1MZV2,CHMP5,5
1,0.569454305,0.317957845,n.s.,Q3SZ52,Q3SZ52,UBE2V1,3
1,0.672104439,-0.215797884,n.s.,Q3SZ54,Q3SZ54,EIF4A1,17
0.9045072,0.29099709,-0.868207596,n.s.,Q3SZ59;A0A3Q1LXV7;F1MG09;Q3ZCJ0;G8JL02,Q3SZ59;A0A3Q1LXV7;F1MG09;Q3ZCJ0,RPL36A,6
0.696931121,0.136409191,0.339095105,n.s.,Q3SZ62;Q862Q0;Q32KV0;F1N2F2;A0A3Q1MLW8,Q3SZ62,PGAM1,28
0.993498979,0.438091342,0.350672794,n.s.,Q3SZ65;A0A3Q1M0L3,Q3SZ65;A0A3Q1M0L3,EIF4A2,14
1,1,-0.061557037,n.s.,Q3SZ73;A0A3Q1MC90;A0A3Q1N0A8,Q3SZ73;A0A3Q1MC90;A0A3Q1N0A8,ABHD11,4
0.934966009,0.336436636,0.609160848,n.s.,Q3SZ85,Q3SZ85,PTRHD1,4
1,1,0.023583521,n.s.,Q3SZ90;Q7M2Y2;A0A3Q1MLJ9,Q3SZ90;Q7M2Y2;A0A3Q1MLJ9,RPL13A,4
1,0.967270327,-0.225746325,n.s.,Q3SZA0,Q3SZA0,COPS4,3
0.965517001,0.403675963,0.633656313,n.s.,Q3SZB4,Q3SZB4,ACADM,12
1,0.645683258,0.300947616,n.s.,Q3SZC0;A0A3Q1M4Z0;A0A3Q1MJM9,Q3SZC0;A0A3Q1M4Z0;A0A3Q1MJM9,ERH,6
0.387071781,0.020306693,1.050487236,n.s.,Q3SZC1;A0A3Q1NDT7,Q3SZC1;A0A3Q1NDT7,GRPEL1,9
1,0.872811272,-0.300451141,n.s.,Q3SZC4,Q3SZC4,NSFL1C,10
1,0.650284155,-0.110363157,n.s.,Q3SZE2,Q3SZE2,PFDN1,11
1,1,-0.103744628,n.s.,Q3SZF2;A0A3Q1MQE0;A0A3Q1LV05,Q3SZF2;A0A3Q1MQE0;A0A3Q1LV05,ARF4,6
0.965517001,0.3750246,0.238819601,n.s.,Q3SZI4;B0JYM5;A0A3Q1MQS3,Q3SZI4;B0JYM5;A0A3Q1MQS3,YWHAQ,15
0.396042126,0.022079004,-0.822112677,n.s.,Q3SZJ7;A0A3Q1MTN6;G3MXJ5;A0A3Q1N8P4,Q3SZJ7;A0A3Q1MTN6;G3MXJ5;A0A3Q1N8P4,LAMP2,6
1,0.847151528,0.729697634,n.s.,Q3SZN4,Q3SZN4,CIRBP,2
0.867573976,0.269280034,-1.0288149,n.s.,Q3SZN8;H9GW43,Q3SZN8;H9GW43,RNH1,17
0.78899465,0.195358046,1.037347012,n.s.,Q3SZQ6,Q3SZQ6,RPL32,2
1,0.562482361,-0.41456703,n.s.,Q3SZU0;A0A3Q1MEW9,Q3SZU0;A0A3Q1MEW9,GTSF1,6
0.387071781,0.018399816,1.77668813,n.s.,Q3SZY3;A0A452DIH5;G3MYU8;G3N089,Q3SZY3;A0A452DIH5;G3MYU8;G3N089,PTTG1,5
1,0.806831932,0.41892055,n.s.,Q3SZZ9;F1MGU7;A0A3Q1MV91;A0A3Q1N064;P12799,Q3SZZ9;F1MGU7;A0A3Q1MV91;A0A3Q1N064;P12799,FGG,19
0.315876216,0.01150263,1.296520593,n.s.,Q3T003;Q862R3;A0A3Q1LSY6;F1MHJ6,Q3T003;Q862R3,RPL18A,7
1,0.482931169,-0.393362292,n.s.,Q3T035;A0A3Q1MQH2,Q3T035;A0A3Q1MQH2,ARPC3,5
1,0.985708612,-0.024613148,n.s.,Q3T054;B0JYN2;G5E619;G3MZP2;A0A3Q1M6P9,Q3T054;B0JYN2;G5E619;G3MZP2,RAN,13
0.993498979,0.428475715,-0.391313659,n.s.,Q3T087;A0A3Q1N8F8;A0A452DIZ2,Q3T087;A0A3Q1N8F8;A0A452DIZ2,RPL11,7
1,0.902019354,-0.009628252,n.s.,Q3T0C7;A0A3Q1MR92;A0A3Q1MCE8;F1N1C2;A0A3Q1LQB9;A0A3Q1LQQ1,Q3T0C7;A0A3Q1MR92;A0A3Q1MCE8,STMN1,16
0.296825901,0.009652875,0.391238318,n.s.,Q3T0D0;A0A3Q1N9S5;A0A3Q1MCI0;A0A3Q1NEH2,Q3T0D0;A0A3Q1N9S5,HNRNPK,32
1,0.780530672,0.024949256,n.s.,Q3T0E0,Q3T0E0,ATOX1,11
0.732526433,0.169071104,0.370886501,n.s.,Q3T0E5;A0A452DHZ7,Q3T0E5;A0A452DHZ7,APMAP,20
1,0.474459617,-0.40057095,n.s.,Q3T0F4,Q3T0F4,RPS10,6
1,0.687084236,0.228410838,n.s.,Q3T0F7;Q6Y1E0,Q3T0F7,MTPN,4
1,1,-0.120789947,n.s.,Q3T0I4,Q3T0I4,ALYREF,8
1,0.779144363,7.50E-05,n.s.,Q3T0I5;A0A3Q1MH47;A0A3Q1NA92,Q3T0I5;A0A3Q1MH47;A0A3Q1NA92,FIS1,4
0.995731649,0.448715308,0.146677495,n.s.,Q3T0K2;Q58DJ8,Q3T0K2;Q58DJ8,CCT3,26
1,0.92376481,0.00833831,n.s.,Q3T0L2;A0A3Q1M5Q1,Q3T0L2;A0A3Q1M5Q1,ERP44,19
0.535657104,0.070563511,0.97512328,n.s.,Q3T0L7;A0A452DJ34,Q3T0L7;A0A452DJ34,RPL28,8
1,0.579384334,-0.252682378,n.s.,Q3T0L9;F1MLE8;A0A3Q1MMA1,Q3T0L9;F1MLE8;A0A3Q1MMA1,SEC22B,10
1,0.974122685,-0.06041684,n.s.,Q3T0M7,Q3T0M7,RANBP1,6
0.98813505,0.418895811,0.550941851,n.s.,Q3T0N2;F1MMK8,Q3T0N2;F1MMK8,KARS,6
1,1,0.144129472,n.s.,Q3T0N9,Q3T0N9,SOAT1,5
1,0.493390032,0.140864381,n.s.,Q3T0P6;G3X7N4;Q58DJ6;A0A3Q1MPQ0;Q862Q5;Q32KN6;Q9GK71,Q3T0P6;G3X7N4;Q58DJ6;A0A3Q1MPQ0,PGK1,56
0.440070354,0.030465229,0.550725682,n.s.,Q3T0Q4,Q3T0Q4,NME2,12
0.805856345,0.20383821,0.331095531,n.s.,Q3T0S6;E1BHY4,Q3T0S6,RPL8,13
0.696931121,0.137021964,-0.547249026,n.s.,Q3T0T5;A0A059NZ16;A0A452DJ94,Q3T0T5;A0A059NZ16;A0A452DJ94,JPT1,4
0.936288028,0.346836532,-0.879307051,n.s.,Q3T0U2,Q3T0U2,RPL14,7
0.923611431,0.310015916,0.198851164,n.s.,Q3T0U3;A0A3Q1MDT8,Q3T0U3;A0A3Q1MDT8,ES1,14
1,1,0.011050196,n.s.,Q3T0U5,Q3T0U5,CHMP2A,7
0.996624643,0.452224662,0.343509438,n.s.,Q3T0V4;A0A3G7FIP1;A1XED6;A0A3Q1M963,Q3T0V4;A0A3G7FIP1,RPS11,13
1,0.961936822,0.026867202,n.s.,Q3T0W9;REV__G5E5G7,Q3T0W9,RPL19,10
1,0.794832052,0.230441043,n.s.,Q3T0X5,Q3T0X5,PSMA1,6
1,1,0.296541563,n.s.,Q3T0X6;E1BAT6;A0A3Q1LQ87,Q3T0X6;E1BAT6;A0A3Q1LQ87,RPS16,9
0.716645948,0.152101975,0.43748392,n.s.,Q3T0Z7;A0A3Q1LU13,Q3T0Z7;A0A3Q1LU13,QDPR,12
1,1,-0.079203587,n.s.,Q3T102;A0A3Q1N0V7,Q3T102;A0A3Q1N0V7,EIF3E,3
0.715763825,0.150307021,0.559200551,n.s.,Q3T140;Q32P85;A0A3Q1LPL0,Q3T140,DYNLRB1,8
1,0.486522435,0.040894514,n.s.,Q3T149;E9RHW1;A0A1C9EIX6;A0A1C9EIX3;A0A1B0Z542;Q58DP7,Q3T149;E9RHW1;A0A1C9EIX6;A0A1C9EIX3;A0A1B0Z542;Q58DP7,HSPB1,28
1,0.894897412,0.043846785,n.s.,Q3T165,Q3T165,PHB,22
1,0.728252717,-0.443160336,n.s.,Q3T168,Q3T168,CACYBP,5
1,1,0.012018116,n.s.,Q3T169;Q862D8;Q862E1;Q862Q2;Q862I7,Q3T169;Q862D8;Q862E1;Q862Q2;Q862I7,RPS3,10
0.260449896,0.007259927,2.406699346,n.s.,Q3T171;A0A3Q1M547,Q3T171,RPL36,5
1,0.718623502,0.265545282,n.s.,Q3T199;E1B8G4;E1BEQ3,Q3T199;E1B8G4;E1BEQ3,RPS23,6
1,0.943812119,-0.018968683,n.s.,Q3ZBD1;A0A3Q1LYE7;A1L528;A0A3Q1N147;Q95MD9;A0A3Q1N471;Q58DS5;A0A140T898;Q2HJI8;F1N2J9;A4FV54;Q1RMR4,Q3ZBD1;A0A3Q1LYE7;A1L528;A0A3Q1N147,RAB1A,11
1,1,-0.302554451,n.s.,Q3ZBD3,Q3ZBD3,PCBD1,8
0.732526433,0.168698313,1.003798283,n.s.,Q3ZBD9,Q3ZBD9,MAPRE1,11
1,1,0.112399211,n.s.,Q3ZBE2;F6QD94,Q3ZBE2;F6QD94,MGC128036,3
1,0.883411166,-0.187370102,n.s.,Q3ZBE8;F1N680,Q3ZBE8;F1N680,CMTM6,2
0.831502161,0.229437706,0.597839641,n.s.,Q3ZBF6;F1MVL2;A0A3Q1LHA3,Q3ZBF6;F1MVL2;A0A3Q1LHA3,ACADS,5
1,0.580909357,0.090617002,n.s.,Q3ZBF7;A0A452DIU3,Q3ZBF7;A0A452DIU3,PTGES3,9
1,0.959330407,-0.201272538,n.s.,Q3ZBG0;A7E3D5;E1BD83;A0A3Q1NAL4,Q3ZBG0;A7E3D5,PSMA7,12
0.454890451,0.043852717,0.462914416,n.s.,Q3ZBH0;A0A3Q1LV18,Q3ZBH0;A0A3Q1LV18,CCT2,25
1,0.897934408,0.079543519,n.s.,Q3ZBH8;A0A3Q1MN57;A0A3Q1MZK6;A0A3Q1LKL0;A0A3Q1MH89;A0A3Q1MER0,Q3ZBH8;A0A3Q1MN57;A0A3Q1MZK6,RPS20,7
1,1,-0.190557198,n.s.,Q3ZBL4,Q3ZBL4,LZTFL1,2
1,0.545114549,-0.47648939,n.s.,Q3ZBR5,Q3ZBR5,TTC1,3
1,0.799984128,-0.185473809,n.s.,Q3ZBU2;A0A3Q1LY77;A0A3Q1MDM7,Q3ZBU2;A0A3Q1LY77;A0A3Q1MDM7,CISD1,6
0.965517001,0.385082111,0.269838416,n.s.,Q3ZBW4,Q3ZBW4,PCNA,12
0.965517001,0.388656502,0.061883168,n.s.,Q3ZBY4;A0A3S5ZPB0,Q3ZBY4;A0A3S5ZPB0,ALDOC,32
0.772534356,0.187639446,0.263279566,n.s.,Q3ZBZ8;A0A3Q1LW78;A0A3Q1ML02;A0A3Q1LW53;A0A3Q1MJH4,Q3ZBZ8;A0A3Q1LW78;A0A3Q1ML02;A0A3Q1LW53,STIP1,46
1,0.617680264,-0.018220649,n.s.,Q3ZC07;G8JKX4;Q5E9B5;P68138;P62739;A0A452DJE4;A0A3Q1M558;A5D7J0;A4IFM8;Q58DT9;Q862L0,Q3ZC07;G8JKX4;Q5E9B5;P68138;P62739;A0A452DJE4;A0A3Q1M558;A5D7J0;A4IFM8;Q58DT9,ACTC1,35
1,0.675984685,-0.653343554,n.s.,Q3ZC41,Q3ZC41,ACAA1,9
0.993498979,0.424876807,0.372436518,n.s.,Q3ZC42;A0A3Q1LSZ6,Q3ZC42;A0A3Q1LSZ6,ADH5,7
