p.adj,p.val,log2FC,significant,Protein Ids,Majority Protein Ids,gene names,Peptides
0.543871707,0.142065143,0.721215172,n.s.,F1N152;A0A452DI93,F1N152;A0A452DI93,HTRA1,6
0.999030269,0.731352877,-0.046175194,n.s.,F1N169;A0A3Q1M057;A0A3Q1LMA3;Q95LH5;Q8WMQ6;Q9TSA8;A0A3Q1LU35;E1BE25;A0A3Q1M304;A0A3Q1LV98,F1N169;A0A3Q1M057;A0A3Q1LMA3,FLNA,33
1,1,-0.054526032,n.s.,F1N1A9;P80746;A0A3Q1MXS2;J9ZXG5;A7YY42;Q8MKD4,F1N1A9;P80746;A0A3Q1MXS2;J9ZXG5;A7YY42,ITGAV,8
0.469352531,0.105762173,0.705835806,n.s.,F1N206,F1N206,DLD,20
0.357880287,0.036199638,1.511719642,n.s.,F1N2I5;Q3T141;A0A3Q1LGS8,F1N2I5;Q3T141,CMBL,7
1,1,2.97E-04,n.s.,F1N301;A0A3Q1LR67,F1N301;A0A3Q1LR67,RPL22,2
0.179538242,0.009258699,0.561264997,n.s.,F1N338;Q2KJC5;A0A3Q1LS03,F1N338;Q2KJC5;A0A3Q1LS03,HADH,12
1,0.742352576,-0.625915207,n.s.,F1N3P2;A1L548,F1N3P2;A1L548,USP5,13
0.395618236,0.051448111,0.319273452,n.s.,F1N3V0;A0A3Q1MWC7;B8Y898;B8YB77,F1N3V0;A0A3Q1MWC7;B8Y898;B8YB77,ME1,24
2.08E-04,4.67E-07,-0.561707306,n.s.,F1N404,F1N404,PADI6,83
0.989702733,0.685273147,0.466362093,n.s.,F1N443;A7YW45,F1N443;A7YW45,PRMT5,2
0.979051198,0.664083112,0.20841401,n.s.,F1N5H8;A0A3Q1LL06,F1N5H8;A0A3Q1LL06,DDX31,18
1,0.752552516,-0.208678011,n.s.,F1N632;A6QPY0;Q9TS10,F1N632;A6QPY0;Q9TS10,DDOST,6
1,0.787372126,0.275223221,n.s.,F1N6T3,F1N6T3,LSM7,4
0.907710658,0.465414581,0.320241844,n.s.,F1N6V9;Q58D35;Q148K8;P08165,F1N6V9;Q58D35;Q148K8;P08165,FDXR,14
0.159253042,0.007319927,2.234615979,n.s.,F1N719;Q0V8L5;Q0V8M3,F1N719;Q0V8L5;Q0V8M3,PPP5C,6
1,0.926912318,-0.163760153,n.s.,F1N7H7;Q0III3;A0A3Q1MY28;A0A3Q1MT80;A0JNN4;Q29RQ3;A0A3Q1LW29,F1N7H7;Q0III3;A0A3Q1MY28;A0A3Q1MT80,DYNC1I2,9
0.857237088,0.40701593,-0.584943699,n.s.,F1N7I5,F1N7I5,NUMA1,17
1,0.895871041,0.194192351,n.s.,F2Z4I6;Q2QJG7,F2Z4I6,H2AC21,13
1,0.960548972,0.102430745,n.s.,F2Z4J1,F2Z4J1,H2AC6,19
1,0.802470872,-0.030875886,n.s.,F6QH94;A6QNL5;A0A3Q1MRD2;Q0V8C4,F6QH94;A6QNL5;A0A3Q1MRD2,PDIA6,30
0.485839026,0.113638864,0.996053704,n.s.,F6QHI8;A4FV23;A0A3Q1MFA6;F1MMK3,F6QHI8;A4FV23,DDX21,4
0.997109559,0.727711124,0.192003511,n.s.,F6QQ60,F6QQ60,TPM4,19
1,1,0.143855161,n.s.,F6RBQ9;Q3ZBA4,F6RBQ9,RBM3,3
0.9457156,0.53711269,0.079768524,n.s.,F6S1Q0;A6H7D3;A1XEB2;A1XEA4;A1XEA5;CON__H-INV:HIT000015463;A1XEB3,F6S1Q0;A6H7D3,KRT18,26
0.43965743,0.083599164,-1.459532909,n.s.,G3MWG4;Q3SZJ1,G3MWG4;Q3SZJ1,IARS2,7
1,0.963050369,-0.198726667,n.s.,G3MWV5,G3MWV5,H1-4,33
0.731213047,0.268876547,-0.383547431,n.s.,G3MXK7,G3MXK7,-,18
0.857237088,0.407295927,0.800772578,n.s.,G3MXV0,G3MXV0,FKBP5,3
0.907710658,0.469435306,-0.471098717,n.s.,G3MYN4;Q2HJH2;A0A3Q1MWA3,G3MYN4;Q2HJH2;A0A3Q1MWA3,RAB1B,9
1,1,0.435923159,n.s.,G3MYS0,G3MYS0,-,7
0.380051708,0.044151649,-0.697400282,n.s.,G3MYV6;F1MZG0,G3MYV6;F1MZG0,NLRP13,30
0.625488619,0.192557382,0.364885395,n.s.,G3MZ71,G3MZ71,KRT2,17
0.708992659,0.252757472,0.88534662,n.s.,G3MZE2;A0A3Q1M0G8;A0A3Q1N0B9;E1B7J7;A0A3Q1LWQ5;A0A3Q1LNA9;A0A3Q1LSY0;Q08E52,G3MZE2;A0A3Q1M0G8,PAK2,9
1,1,0.082044386,n.s.,G3MZL8,G3MZL8,-,9
1,0.814409227,-0.132142369,n.s.,G3MZZ6;P15246;A0A452DIC6,G3MZZ6;P15246;A0A452DIC6,PCMT1,11
1,0.897433378,0.01746934,n.s.,G3N0K3;P79103;A2VE06;F1MJH2;G3N267;E1BGR7;A0A3Q1LQD0;Q2XW10,G3N0K3;P79103;A2VE06;F1MJH2;G3N267;E1BGR7,RPS4,12
0.456711189,0.10035358,0.779230369,n.s.,G3N0Q3,G3N0Q3,-,10
0.664091223,0.212339958,0.3985234,n.s.,G3N131,G3N131,H1-1,23
0.618973195,0.180418196,0.763029624,n.s.,G3N1U1,G3N1U1,CENPV,7
1,0.767506128,-0.00355106,n.s.,G3N2C1;B1GVY4,G3N2C1,LOC100301263,45
0.93294501,0.512614874,0.405544512,n.s.,G3N2L2;A4IF88,G3N2L2;A4IF88,RCN1,4
0.41444412,0.056020324,0.833085913,n.s.,G3N3D4,G3N3D4,KCTD12,4
0.43965743,0.080016627,-0.446490963,n.s.,G3N3W5;A0A3Q1MLV9;A0A3Q1MRD1;A0A3Q1LTM1;A0A3Q1MJD0;A0A3Q1MPU6,G3N3W5;A0A3Q1MLV9;A0A3Q1MRD1;A0A3Q1LTM1;A0A3Q1MJD0;A0A3Q1MPU6,NLRP2,32
0.380051708,0.04413621,0.688621506,n.s.,G3X6N3,G3X6N3,TF,34
1,0.912901437,-0.030546231,n.s.,G3X757;Q3ZBT1;A0A3Q1M0U9,G3X757;Q3ZBT1;A0A3Q1M0U9,VCP,62
0.9457156,0.537337582,-0.343893329,n.s.,G3X807;P62803;A0A3Q1MEZ8;A0A3Q1LM20;G3N081;E1BBP7;E1B9M9;E1B7N2;A0A3Q1LMV7;G3N2B8;A0A3Q1MH02;A0A3Q1MEY7;A0A3Q1MJQ1;A0A452DJ40;A0A3Q1MFY5;A0A452DJ35;A0A452DJJ1;A0A3Q1NHG3;A0A452DJB2;A0A3Q1N666;E1BLC2;A0A3Q1M8Q4;A5D792;G3MYX0,G3X807;P62803;A0A3Q1MEZ8;A0A3Q1LM20;G3N081;E1BBP7;E1B9M9;E1B7N2;A0A3Q1LMV7;G3N2B8;A0A3Q1MH02;A0A3Q1MEY7;A0A3Q1MJQ1;A0A452DJ40;A0A3Q1MFY5;A0A452DJ35;A0A452DJJ1;A0A3Q1NHG3;A0A452DJB2;A0A3Q1N666;E1BLC2;A0A3Q1M8Q4;A5D792;G3MYX0,H4C9,19
0.53225939,0.136645068,-0.477706288,n.s.,G5E531;Q32L40,G5E531;Q32L40,TCP1,22
0.43965743,0.079975171,0.879019582,n.s.,G5E5C8;Q2TBL6;Q58DR3,G5E5C8;Q2TBL6,TALDO1,11
0.948698527,0.572834272,0.377070159,n.s.,G5E5R3;O19094;Q32L71,G5E5R3;O19094;Q32L71,CROT,2
0.145970231,0.006296785,0.618444855,n.s.,G5E631;G3MWJ8;C0L633;D3IVZ3;D3IVZ2;A0A3Q1MR08;K0FH98;K0FD10;Q5W5U4;F1MYC6,G5E631;G3MWJ8;C0L633;D3IVZ3;D3IVZ2,DDX3X,22
1,1,0.103929019,n.s.,G5E6Q2,G5E6Q2,ZNF358,5
0.956709393,0.598479643,0.184942159,n.s.,G8JKV5,G8JKV5,RPL14,8
0.979051198,0.66477505,-0.173718613,n.s.,G8JKV7;A0A3Q1M7Y8;A0A5C0NSK4,G8JKV7;A0A3Q1M7Y8,PLOD1,13
0.753588298,0.288577114,-0.924516399,n.s.,I6XXP7;P20959;Q7YRW2,I6XXP7;P20959;Q7YRW2,IgFBp3,4
1,0.926433334,0.045049232,n.s.,L7R5X3;A5D989;A0A3Q1M9K4;A0A452DIM3;L7R4Y6,L7R5X3;A5D989;A0A3Q1M9K4;A0A452DIM3;L7R4Y6,eef1d,21
0.765827466,0.309936901,-0.877786359,n.s.,M5FJZ9;Q2TBI4;A0A3Q1MT00,M5FJZ9;Q2TBI4;A0A3Q1MT00,TRAP1,16
0.472920789,0.107947405,0.434327719,n.s.,O02675;A0A3Q1MQ68;A0A3Q1MFI5;A0A3Q1LXY5;E1BER6;A7MBI5,O02675;A0A3Q1MQ68;A0A3Q1MFI5,DPYSL2,29
1,1,0.035211835,n.s.,O02751;F1MS40,O02751;F1MS40,CFDP2,10
0.907710658,0.47201528,0.525624542,n.s.,O18738;A0A3Q1LQU4;F1N7D7;A0A3Q1MDA4,O18738;A0A3Q1LQU4;F1N7D7;A0A3Q1MDA4,DAG1,5
0.675600666,0.220679821,0.23778408,n.s.,O18789;M5FJW2;A0A452DIA7;A0A3Q1MAT9;A0A3Q1NLL5;A0A3Q1M656;A0A3Q1LT23;Q862M9;Q862E0;A0A3Q1MBL4,O18789;M5FJW2;A0A452DIA7;A0A3Q1MAT9;A0A3Q1NLL5;A0A3Q1M656,RPS2,11
0.948698527,0.5722636,-0.221277833,n.s.,O46375;A0A3Q1MRM2,O46375;A0A3Q1MRM2,TTR,12
0.753588298,0.29170625,-0.30158529,n.s.,O46629;A0A3Q1MH46;A5D9E7,O46629;A0A3Q1MH46;A5D9E7,HADHB,20
0.907710658,0.463374039,0.075268386,n.s.,O77834;A0A3Q1LKU1,O77834;A0A3Q1LKU1,PRDX6,20
0.967823646,0.628436568,0.074144363,n.s.,O97680,O97680,TXN,11
0.087889948,0.002463283,1.435066801,n.s.,O97764,O97764,CRYZ,4
1,1,0.002838095,n.s.,P00125;Q7YRA7,P00125;Q7YRA7,CYC1,6
0.763169776,0.305836942,0.561657214,n.s.,P00129;A0A3Q1LTJ5,P00129,UQCRB,5
0.994134331,0.716372836,0.311827249,n.s.,P00423;A0A3Q1M380,P00423;A0A3Q1M380,COX4I1,8
0.943512628,0.529878996,0.192152788,n.s.,P00426,P00426,COX5A,12
0.950711901,0.591530387,-0.265828631,n.s.,P00428;A0A3Q1MBD7,P00428;A0A3Q1MBD7,COX5B,5
0.677380182,0.222502683,0.343584726,n.s.,P00429;A0A3Q1N4F8;A0A3Q1MB49;F1N2E5;E1BAV7,P00429;A0A3Q1N4F8;A0A3Q1MB49;F1N2E5;E1BAV7,COX6B1,9
0.914525592,0.48588291,0.080994888,n.s.,P00435,P00435,GPX1,14
0.889941517,0.440979989,0.414820741,n.s.,P00442;F1MNQ4;Q861T4;Q9TS96;A0A411D3F5;A4URH1,P00442;F1MNQ4;Q861T4;Q9TS96,SOD1,8
1,0.778591823,0.194753114,n.s.,P01252,P01252,PTMA,3
1,0.844283597,-0.081818275,n.s.,P02253;A0A452DIF5,P02253;A0A452DIF5,H1-2,33
0.859753442,0.410155898,0.813167345,n.s.,P02313;G3MY00;A0A3Q1LU18;Q3ZBV4,P02313;G3MY00;A0A3Q1LU18;Q3ZBV4,HMGN2,2
0.907710658,0.462715373,0.613365418,n.s.,P02721;A0A452DJ42,P02721;A0A452DJ42,ATP5PF,4
0.756643236,0.300282181,0.420023841,n.s.,P04038;A0A3Q1LXK7;A0A3Q1M1C3;A0A3Q1N0B5,P04038;A0A3Q1LXK7;A0A3Q1M1C3;A0A3Q1N0B5,COX6C,4
0.404646207,0.053119469,1.014489966,n.s.,P04272,P04272,ANXA2,12
0.989702733,0.7042521,-0.409059352,n.s.,P05059;A0A140T879;A0A3Q1NDZ8,P05059;A0A140T879;A0A3Q1NDZ8,CHGA,8
0.97488318,0.649073509,-0.336997171,n.s.,P05630,P05630,ATP5F1D,4
1,0.76142421,-0.227243706,n.s.,P05631,P05631,ATP5F1C,12
0.380051708,0.043759562,2.745656488,n.s.,P05689;A0A3Q1M2V6,P05689,CTSZ,3
0.248152752,0.019195673,1.55390396,n.s.,P07107;A0A3Q1M8I0,P07107;A0A3Q1M8I0,DBI,8
0.967823646,0.632780993,0.231447305,n.s.,P07688;Q003W4,P07688;Q003W4,CTSB,6
1,1,0.058596253,n.s.,P07994;A0A1D8GT96,P07994;A0A1D8GT96,INHA,8
1,1,0.628459357,n.s.,P07995,P07995,INHBA,9
0.165635496,0.008170361,0.686703005,n.s.,P08166;A0A3Q1M447,P08166,AK2,18
1,1,-0.175568225,n.s.,P08814;A6QPM9;F1N7I3;A0A3Q1MEU1,P08814;A6QPM9;F1N7I3;A0A3Q1MEU1,PTMS,4
0.43965743,0.074867851,0.553809771,n.s.,P09867;F1MTY3;A0A3Q1N0D7;A0A3Q1MQM9;M5FMW1;A0A3Q1LR30;A0A3Q1ME36,P09867;F1MTY3;A0A3Q1N0D7,HNRNPA1,26
0.735444119,0.272905834,-0.447112275,n.s.,P0C0S9;A0A3Q1MF62;A0A3Q1MDK7;Q3ZBX9;A0A3Q1N7K2,P0C0S9;A0A3Q1MF62;A0A3Q1MDK7;Q3ZBX9;A0A3Q1N7K2,H2AC16; H2AC7; H2AC14; H2AC10; H2AC17,20
0.690268308,0.236975324,-0.30248331,n.s.,P10096;A0A3Q1M8J9;Q712W6;Q0QES8;Q862P5;Q862K5;O77679;Q4H0Z3;Q865L2;Q862K1;Q2QJG6;Q9XSN4,P10096;A0A3Q1M8J9;Q712W6;Q0QES8,GAPDH,44
1,0.817674848,0.062000995,n.s.,P10103;E1BMK2;A0A3Q1LQE8,P10103;E1BMK2,HMGB1,18
0.12008106,0.003910616,-0.988254409,n.s.,P10575;G8JKV3;E1B773,P10575;G8JKV3;E1B773,GLRX,10
0.449567689,0.092735936,-0.457475666,n.s.,P10790;C0LSL0;Q58DW1;A0A0U1WLT2;Q6VTH7;A0A0A0YT41,P10790;C0LSL0;Q58DW1,FABP3,10
1,1,-0.016640514,n.s.,P10881,P10881,SSB,3
0.449567689,0.091539085,1.066040263,n.s.,P11017,P11017,GNB2,6
0.727972727,0.263783716,0.684403511,n.s.,P11019;A0A3Q1NNP6;Q58DR7;Q32LB7,P11019;A0A3Q1NNP6,ATP6V1E1,7
0.975680683,0.653265554,-0.145226316,n.s.,P11024,P11024,NNT,17
0.428812191,0.069225286,0.940421979,n.s.,P11116;Q862G9;Q862F2,P11116;Q862G9,LGALS1,7
1,0.878591214,-0.107632733,n.s.,P11966;A0A3Q1MTX8,P11966;A0A3Q1MTX8,PDHB,10
1,0.927678644,-0.012843893,n.s.,P12234;A6QQ54,P12234,SLC25A3,6
0.472920789,0.108178918,0.882409907,n.s.,P12344;Q862Q8;Q862R2,P12344;Q862Q8;Q862R2,GOT2,9
0.853400195,0.398633526,0.433329512,n.s.,P12624,P12624,MARCKS,5
0.948698527,0.588534115,-0.742279562,n.s.,P13214;A1L514;A0A3Q1MHG7,P13214;A1L514;A0A3Q1MHG7,ANXA4,6
0.9457156,0.549211357,0.105708312,n.s.,P13620;Q1JP98,P13620;Q1JP98,ATP5PD,14
0.853400195,0.400868477,-0.086225651,n.s.,P13696;A0A3Q1LX99,P13696,PEBP1,24
0.875414066,0.424948756,0.29602025,n.s.,P15690,P15690,NDUFS1,9
1,0.921470785,0.223367312,n.s.,P17248,P17248,WARS1,5
1,0.761439019,-0.329638875,n.s.,P18246;A0A654IE56,P18246;A0A654IE56,GJA1,9
0.948698527,0.569880101,-0.216445834,n.s.,P19120;A0A3Q1LMS5;A0A3Q1M8L6;A8KC76;Q861V2,P19120;A0A3Q1LMS5;A0A3Q1M8L6,HSPA8,65
1,0.874739497,-0.161551491,n.s.,P19483;F1MLB8;A0A3Q1LZQ9,P19483;F1MLB8,ATP5F1A,41
0.365910509,0.038879518,-0.593923934,n.s.,P19803;Q58DT6;G3MW01;A0A452DJ82;Q7M2Q9,P19803;Q58DT6;G3MW01;A0A452DJ82;Q7M2Q9,ARHGDIA,7
1,0.779193663,-0.068877056,n.s.,P19858;A0A3Q1LY19;Q2KJG0;F1MK19;E1BNS9,P19858;A0A3Q1LY19,LDHA,25
0.604715314,0.172872651,0.559842923,n.s.,P20000;A0A3Q1LRC1;P52476;G5E5P4;G3X6U1,P20000,ALDH2,17
0.53225939,0.136136322,0.314262981,n.s.,P20004;A0A3Q1M6K6;Q1P9Q3,P20004;A0A3Q1M6K6;Q1P9Q3,ACO2,38
1,0.753622386,0.155823804,n.s.,P20456;A5D9H1,P20456;A5D9H1,IMPA1,9
0.690268308,0.239117609,0.514973034,n.s.,P20821;F1MBI9;E1BBV5;E1BEA7;E1BDC8;A0A3Q1NNL4,P20821;F1MBI9;E1BBV5;E1BEA7;E1BDC8;A0A3Q1NNL4,GCSH,5
0.51741682,0.125286238,-0.265335146,n.s.,P21327,P21327,INPP1,28
0.9274603,0.497002268,0.303762148,n.s.,P21856,P21856,GDI1,15
0.43965743,0.08299917,0.862058077,n.s.,P22292;A5D954,P22292,SLC25A11,3
1,0.81603184,-0.261537276,n.s.,P22439;A0A3Q1LKL1;A0A3Q1N235,P22439;A0A3Q1LKL1;A0A3Q1N235,PDHX,7
0.960767371,0.608557808,0.196731055,n.s.,P23004;A0A3Q1M7H9;A0A3Q1MCJ8,P23004;A0A3Q1M7H9;A0A3Q1MCJ8,UQCRC2,11
0.625488619,0.191758082,0.829185782,n.s.,P23709;F1MS25,P23709;F1MS25,NDUFS3,3
0.427549656,0.061203821,1.196889621,n.s.,P23934;A8YXY4,P23934;A8YXY4,NDUFS6,5
0.365910509,0.03799962,1.759218119,n.s.,P25708;A0A3Q1MG52,P25708;A0A3Q1MG52,NDUFV1,3
0.466463349,0.104588195,0.53073064,n.s.,P26882;P48820,P26882,PPID,8
0.625488619,0.19271922,0.603303768,n.s.,P26884,P26884,FKBP3,8
1,0.90328632,-0.145236719,n.s.,P31408;A0A3Q1LT17;P31407;A6QP02;Q7M3J5,P31408,ATP6V1B2,11
0.625488619,0.188712889,-0.217701818,n.s.,P31976;A0A3Q1LVC7,P31976;A0A3Q1LVC7,EZR,36
0.800200675,0.352348211,0.314029015,n.s.,P32007;A0A3Q1MP50;A0A3Q1LTX1;A0A3Q1ME66,P32007;A0A3Q1MP50;A0A3Q1LTX1,SLC25A6,17
0.800200675,0.3514973,-0.390885731,n.s.,P35705,P35705,PRDX3,12
0.992196546,0.708552914,-0.662528359,n.s.,P37359,P37359,MT3,3
1,0.803143898,-0.058462181,n.s.,P38657;A5D7E8,P38657;A5D7E8,PDIA3,72
0.948698527,0.588662681,-0.266051232,n.s.,P39872;B1H0W8;A0A3Q1LRW8;Q3SZ10;M5FKG6;F1N578;A0A3Q1MRZ1;A0A3Q1MHZ3;A1XEC9;Q862D2,P39872;B1H0W8;A0A3Q1LRW8,RPL3,12
0.907710658,0.466655333,0.461384235,n.s.,P40673;F1MF42,P40673;F1MF42,HMGB2,12
0.948336318,0.556161479,0.205207,n.s.,P41541,P41541,USO1,12
1,0.925590744,0.149681797,n.s.,P41976;E1BHL1,P41976;E1BHL1,SOD2,6
0.343822016,0.033919661,1.657444241,n.s.,P42029,P42029,NDUFA8,5
1,0.823620152,-0.172166201,n.s.,P42899,P42899,RPLP2,10
1,0.830719993,-0.079346575,n.s.,P45879;A0A3Q1MJQ7;A0A3Q1MS21,P45879;A0A3Q1MJQ7;A0A3Q1MS21,VDAC1,14
0.967823646,0.623019804,-0.168181247,n.s.,P46201;C4PU73,P46201;C4PU73,SERPINA14,29
0.80604164,0.36359937,0.020519972,n.s.,P48616;Q862F9;A6QQJ3;O62654;A0A3Q1MVU3;Q28115;A0A3Q1MHT3;Q862F7;CON__H-INV:HIT000292931;Q08DH7;O77788;F1MDZ2;P02548,P48616,VIM,108
0.081463826,0.002185992,-1.126081892,n.s.,P48644;E1BDG9,P48644,ALDH1A1,18
0.98244391,0.674053445,0.044693053,n.s.,P49410,P49410,TUFM,31
1,0.739667587,-0.039255234,n.s.,P49951;F1MPU0,P49951;F1MPU0,CLTC,50
0.427549656,0.061945427,0.25141639,n.s.,P52193;A5D7J6,P52193;A5D7J6,CALR,31
0.786182698,0.335802251,0.405170637,n.s.,P53619,P53619,ARCN1,12
0.451528747,0.093757086,0.440798546,n.s.,P53712;A0A452DIS2;A0A140T8D2,P53712;A0A452DIS2;A0A140T8D2,ITGB1,21
1,0.827642872,-0.076263409,n.s.,P55052,P55052,FABP5,18
0.126621704,0.004684435,0.717421845,n.s.,P56658,P56658,ADA,21
0.687241988,0.232676099,0.504548646,n.s.,P60712;Q862P9;Q9TTW4;Q2QJG3,P60712,ACTB,59
1,1,-5.42E-04,n.s.,P61157;F1N049;A0A3Q1MXB7;A0A3Q1LNX1;A0A3Q1M6N4;A0A3Q1N7M0;A0A3Q1LPZ0;F1N6J8,P61157;F1N049;A0A3Q1MXB7,ACTR3,13
0.380051708,0.043261615,0.646318291,n.s.,P61257;Q862N4;E1BCF5;G3MYC1,P61257;Q862N4;E1BCF5;G3MYC1,RPL26,11
1,1,-0.284634751,n.s.,P61282;A1XEA8,P61282;A1XEA8,NEDD8,2
0.756643236,0.299193046,0.699214746,n.s.,P61283;A0A3Q1ME94,P61283;A0A3Q1ME94,BANF1,6
0.780049824,0.331433726,0.427631371,n.s.,P61284;G3MZG7;Q862L6;F1MDX5;F1N3R2,P61284;G3MZG7;Q862L6,RPL12,6
0.943512628,0.52992069,-0.53630084,n.s.,P61286;A0A3Q1LVE7;Q862M1;A0A3Q1LUM7,P61286;A0A3Q1LVE7,PABPC1,20
0.907710658,0.456952837,-0.509158752,n.s.,P61356,P61356,RPL27,7
1,0.896251637,0.130833375,n.s.,P61585;Q1RMJ6,P61585;Q1RMJ6,RHOA,5
1,1,-0.191034728,n.s.,P61955;A0A3Q1M927;A0A3Q1M9G8;Q17QV3,P61955;A0A3Q1M927;A0A3Q1M9G8;Q17QV3,SUMO2,5
0.600510284,0.170941425,-0.722016589,n.s.,P62157;A0A3Q1MR28;A0A452DIM7;A0A452DJ55;A0A3Q1M6C6;A0A3Q1LSI9;Q148C2;G3MZK7,P62157;A0A3Q1MR28;A0A452DIM7;A0A452DJ55;A0A3Q1M6C6;A0A3Q1LSI9,CALM,6
0.38090472,0.046972555,0.954012991,n.s.,P62248,P62248,MYDGF,10
1,1,-0.201849991,n.s.,P62276;A0A3Q1M1W8;A0A3Q1LUH9;E1BNY4,P62276;A0A3Q1M1W8;A0A3Q1LUH9;E1BNY4,RPS29,6
1,0.842866178,0.059252355,n.s.,P62326;C1K3N7;G8JKY5;A0A3Q1MS48;A0A3Q1MJ46;Q6Y1E1;A0A3Q1LXR1;A0A0A0MPA1,P62326;C1K3N7;G8JKY5;A0A3Q1MS48;A0A3Q1MJ46,TMSB4,7
0.074899415,0.001679359,0.475797142,n.s.,P62808;E1BL10;G3MXT2,P62808,H2BC17; H2BC9; H2BC16; H2BC4; H2BC6; H2BC7; H2BC19,26
0.790232021,0.338417749,-0.698155811,n.s.,P62866;A0A3Q1MG78;Q56JV7;Q3SZG2,P62866;A0A3Q1MG78;Q56JV7;Q3SZG2,FAU,2
0.948698527,0.586491488,-0.147100311,n.s.,P62935;Q861V5;Q864S5;Q9N138;A0A411KUF8;G3X8B1;A0A3Q1M9Y7;A0A3Q1LSB7;A0A3Q1MEG6;A0A3Q1M6L4;G3MZS9;A4FV72,P62935;Q861V5;Q864S5;Q9N138,PPIA,26
0.687241988,0.229575675,0.052752939,n.s.,P62958;A0A3Q1MQJ9;A0A452DIE9;A1XEA3;A1XEC4;A1XEC3;A0A3Q1NC15,P62958;A0A3Q1MQJ9;A0A452DIE9;A1XEA3,HINT1,16
0.929629536,0.50274925,-0.092683515,n.s.,P62992;A0A3Q1MYD8,P62992;A0A3Q1MYD8,RPS27A,18
1,0.994252899,-0.013840399,n.s.,P63103;E1BDS9;A0A4D6DKI8,P63103,YWHAZ,24
0.907710658,0.47217236,-0.188318297,n.s.,P63258,P63258,ACTG1,59
0.5611792,0.150989919,-0.731662003,n.s.,P67808;A0A3Q1MU45;V9GZA0,P67808;A0A3Q1MU45,YBX1,9
1,0.871407008,-0.076216583,n.s.,P68002;A0A3Q1MAH7,P68002;A0A3Q1MAH7,VDAC2,16
0.427549656,0.062799372,0.969489996,n.s.,P68102,P68102,EIF2S1,2
0.337813782,0.032948205,-0.526475989,n.s.,P68103;O18787;E1B9F6;Q32PH8;Q862J5;Q862R6;E1BED8;A0A3Q1LJW9;Q862G2;Q862F6;A0A3Q1MPB9;Q862C3;A0A3Q1MQC0;A0A3Q1LP48;A0A3Q1LVN9,P68103;O18787;E1B9F6,EEF1A1,34
0.948698527,0.578554214,-0.435155041,n.s.,P68210;A0A140T869;A0A3Q1NE41;Q28055,P68210;A0A140T869,ENSA,6
0.80604164,0.363372628,0.466795447,n.s.,P68250;A0A140T894,P68250;A0A140T894,YWHAB,17
1,1,-0.039624928,n.s.,P68301;Q2KIX0,P68301;Q2KIX0,MT2A,7
1,1,-0.075512267,n.s.,P68399;A0A3Q1LSG3,P68399;A0A3Q1LSG3,CSNK2A1,4
0.727972727,0.264420587,0.474205801,n.s.,P68509,P68509,YWHAH,12
1,0.830640709,-0.199412194,n.s.,P79134;A0A3Q1M318;A0A3Q1N703;Q9TSA3;Q7M2V0,P79134;A0A3Q1M318;A0A3Q1N703,ANXA6,18
0.763169776,0.304642368,0.274496834,n.s.,P79251;Q2NKS1;Q0VCV6,P79251,ATP6V1G1,8
0.436275913,0.070919291,0.88689272,n.s.,P79345,P79345,NPC2,2
1,0.779434538,0.179974176,n.s.,P80177;A0A0F7RPX0;A0A3Q1MT60;Q6PVY3,P80177;A0A0F7RPX0;A0A3Q1MT60;Q6PVY3,MIF,8
0.768554902,0.3155109,0.533055147,n.s.,P80227;A0A3Q1M9W1,P80227;A0A3Q1M9W1,APEH,10
0.687241988,0.232479101,-0.536077627,n.s.,P80311;Q862P3;Q862J7;Q08E11,P80311,PPIB,17
0.890332095,0.442171657,0.367791575,n.s.,P80513,P80513,MANF,25
0.994134331,0.724425241,-4.68E-04,n.s.,P80724,P80724,BASP1,10
0.768554902,0.312816872,-0.615686317,n.s.,P81287;F6QVC9;A1L5B6;A0A3Q1MU33,P81287;F6QVC9;A1L5B6;A0A3Q1MU33,ANXA5,8
1,0.776938596,-0.304632411,n.s.,P81623,P81623,ERP29,8
0.451535274,0.096179038,-1.149495848,n.s.,P81947;A0A452DIK7;A0A452DIH7;P81948;A0A3Q1M1Z2;A0A3Q1LUJ2,P81947;A0A452DIK7;A0A452DIH7;P81948;A0A3Q1M1Z2;A0A3Q1LUJ2,TUBA1B,36
0.923170793,0.492633741,0.491217862,n.s.,P82908,P82908,MRPS36,9
0.080597797,0.001897482,0.575431404,n.s.,P84227;E1BGN3;A0A3Q1M588;A0A3Q1LMR9;G3N2P2;Q3SZB8,P84227;E1BGN3;A0A3Q1M588;A0A3Q1LMR9;G3N2P2,H3C13; H3C14,22
1,0.90974942,-0.101870768,n.s.,Q02399;A6QR30;G5E518;A0A3Q1LPF6;E1BB50;A0A3Q1MD82;A0A3Q1LN49;F1MN42;A3KMY7;Q32KY4;A0A3Q1M0U2;A0A3Q1LYF6;A0A3Q1NA94;A0A3Q1LLH8;Q5EAB2;E1BC36;E1BB52,Q02399,CDK5,19
1,0.942250577,0.27464697,n.s.,Q02827,Q02827,NDUFC2,2
0.753588298,0.289157108,-0.976659056,n.s.,Q04467,Q04467,IDH2,10
1,1,0.060845795,n.s.,Q05204,Q05204,LAMP1,5
0.912988056,0.4800352,0.469081219,n.s.,Q05588;A0A3Q1LZR0;Q9TVA9,Q05588;A0A3Q1LZR0;Q9TVA9,PLAUR,7
